delivery_id,customer_name,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
11214,Megan Mills,amazon logistics,furniture,truck,standard,west,hot,205,24.81,31:54.0,32:30.0,no,delivered,4,1099.43
11215,Donald Garcia,ekart,clothing,ev van,express,north,cold,105.6,43.89,33:48.0,34:36.0,no,delivered,4,709.67
11216,Christian Harris,shadowfax,clothing,scooter,express,central,stormy,108.5,6.29,52:36.0,34:48.0,yes,delayed,2,611.37
11217,Kari Marshall,fedex,cosmetics,ev bike,express,central,clear,65.9,12.75,28:30.0,30:36.0,no,delivered,5,417.75
11218,Mario Campbell,xpressbees,pharmacy,bike,same day,south,clear,272.9,6.29,34:18.0,35:18.0,no,delivered,5,1483.37
11219,Brandon Montgomery,amazon logistics,groceries,ev van,express,north,stormy,29.4,37.5,39:42.0,26:54.0,yes,delayed,2,309.5
11220,David Long,dhl,groceries,truck,two day,central,foggy,147.3,33.81,01:12.0,02:42.0,no,delivered,5,837.93
11221,Steve Smith,blue dart,electronics,van,standard,south,clear,43.7,37.38,12:30.0,16:24.0,no,delivered,5,330.64
11222,Andre Hardy,dhl,electronics,van,standard,central,stormy,10,30.24,12:06.0,13:00.0,no,delivered,5,140.72
11223,Evan Wheeler,shadowfax,furniture,ev van,two day,north,hot,208.7,39.4,05:48.0,08:54.0,no,delivered,5,1161.7
11224,Linda Atkinson,xpressbees,groceries,van,same day,south,stormy,50.5,39.49,20:00.0,13:00.0,yes,delayed,2,470.97
11225,Jorge Duncan,xpressbees,documents,bike,standard,east,foggy,175.1,43.1,26:06.0,29:30.0,no,delivered,4,1004.8
11226,Jennifer Montgomery MD,dhl,groceries,truck,two day,north,cold,187.8,4.13,06:00.0,06:48.0,no,delivered,4,951.39
11227,Tammy Gonzalez,ecom express,pharmacy,truck,standard,east,rainy,292.8,3.27,39:42.0,41:18.0,no,delivered,3,1473.81
11228,Sylvia Dalton,delhivery,documents,ev bike,same day,central,cold,129.9,24.57,19:06.0,21:00.0,no,delivered,5,823.21
11229,Daniel Garcia,blue dart,groceries,van,standard,north,clear,23.5,4.43,12:18.0,14:24.0,no,delivered,5,130.79
11230,Jeffrey Shah,delhivery,documents,scooter,express,east,clear,138.6,9.43,43:24.0,37:54.0,yes,delayed,3,771.29
11231,Rachel Little,ecom express,pharmacy,bike,two day,north,cold,41,23.01,49:00.0,52:06.0,no,delivered,4,274.03
11232,Michael Spencer,blue dart,electronics,ev van,standard,west,clear,156,45.43,25:06.0,27:36.0,no,delivered,3,916.29
11233,Gerald King,shadowfax,automobile parts,scooter,express,east,foggy,144.3,15.21,45:12.0,38:24.0,yes,delayed,2,817.13
11234,William Mckinney,amazon logistics,furniture,van,express,east,hot,136.9,48.52,37:06.0,37:42.0,no,delivered,4,880.06
11235,Caroline Mann,xpressbees,documents,bike,standard,east,clear,237.9,44.13,35:12.0,35:48.0,no,delivered,3,1321.89
11236,Amber Schneider,ecom express,cosmetics,scooter,standard,west,rainy,112.5,26.98,21:06.0,23:12.0,no,delivered,5,643.44
11237,Nancy Gonzales,delhivery,automobile parts,bike,express,west,clear,228.3,25.3,57:42.0,46:48.0,yes,delayed,2,1267.4
11238,Janet Shields,dhl,electronics,van,express,central,hot,234.8,40.04,05:30.0,47:30.0,yes,delayed,2,1344.12
11239,George James,fedex,clothing,ev van,standard,west,hot,110,2.32,22:54.0,23:00.0,no,delivered,4,556.96
11240,Ryan Shelton,xpressbees,clothing,scooter,same day,central,hot,95.3,14.17,16:36.0,17:30.0,no,delivered,5,619.01
11241,Morgan Wright,shadowfax,electronics,ev van,standard,north,rainy,6.9,13.91,11:06.0,12:42.0,no,delivered,4,95.6674
11242,Jesse Brown,shadowfax,cosmetics,truck,express,north,cold,233.7,5.44,54:00.0,47:24.0,yes,delayed,3,1234.82
11243,Jonathan Stanley,ekart,clothing,ev van,two day,east,foggy,220.9,2.48,08:24.0,10:06.0,no,delivered,4,1111.94
11244,Rachel Lopez,delhivery,groceries,truck,express,north,rainy,46.1,39.22,32:00.0,28:36.0,yes,delayed,2,398.16
11245,Kristen Larsen,dhl,fragile items,ev van,same day,central,rainy,47.9,4.44,26:24.0,12:48.0,yes,failed,1,352.82
11246,Glenn Lawrence,ekart,pharmacy,truck,express,central,foggy,230.5,24.21,50:06.0,47:00.0,yes,failed,2,1275.13
11247,Juan Haynes,fedex,cosmetics,ev bike,same day,east,foggy,39.3,31.05,10:36.0,11:54.0,no,delivered,3,389.65
11248,Beverly Kane,amazon logistics,electronics,bike,two day,east,cold,239.2,25.29,11:18.0,11:54.0,no,delivered,5,1271.87
11249,Jordan Lee,fedex,automobile parts,ev van,express,central,hot,67.1,37.79,39:54.0,30:42.0,yes,delayed,2,498.87
11250,Aaron Schroeder,shadowfax,electronics,bike,same day,east,stormy,145.3,10.5,21:54.0,22:30.0,no,delivered,4,858
11251,Joshua Navarro,delhivery,cosmetics,scooter,express,central,clear,57.6,48.07,28:24.0,29:48.0,no,delivered,4,482.21
11252,Karen Walker DDS,shadowfax,pharmacy,ev bike,express,central,foggy,77.3,6.55,40:12.0,31:42.0,yes,delayed,3,456.15
11253,Carolyn Fletcher,dhl,groceries,scooter,two day,south,rainy,174,43.14,05:18.0,05:24.0,no,delivered,4,999.42
11254,Bobby Knapp,blue dart,fragile items,bike,express,west,stormy,255.9,23.04,06:06.0,49:36.0,yes,failed,1,1398.62
11255,Vanessa Hughes,blue dart,automobile parts,ev van,standard,north,cold,177.9,8.65,29:18.0,29:48.0,no,delivered,5,915.45
11256,Christine Randolph,amazon logistics,electronics,truck,express,north,cold,64.1,36.93,28:12.0,30:24.0,no,delivered,3,481.29
11257,Stephen Hart,ecom express,automobile parts,van,same day,north,stormy,166.4,19.37,36:54.0,24:36.0,yes,delayed,2,990.11
11258,Sierra Gomez,fedex,documents,scooter,same day,central,rainy,53.4,9.54,11:06.0,13:18.0,no,delivered,4,395.62
11259,Jillian Villarreal,ecom express,fragile items,ev bike,same day,north,cold,155.3,43.08,21:30.0,23:30.0,no,delivered,4,1005.74
11260,Michael Fernandez,blue dart,fragile items,scooter,express,south,stormy,67.2,7.01,43:24.0,30:42.0,yes,delayed,3,407.03
11261,Pamela Martinez,ekart,pharmacy,truck,express,west,clear,234.9,48.97,57:24.0,47:30.0,yes,delayed,2,1371.41
11262,Juan Lopez,ecom express,fragile items,bike,standard,north,clear,256.1,45.48,35:24.0,37:36.0,no,delivered,5,1416.94
11263,Jose Clark,blue dart,fragile items,scooter,standard,north,cold,187.7,3.25,29:48.0,30:48.0,no,delivered,4,948.25
11264,Andre Haynes,shadowfax,furniture,bike,two day,west,clear,119,24.91,59:12.0,59:54.0,no,delivered,3,669.73
11265,Jennifer Moore,blue dart,clothing,scooter,two day,central,hot,251.6,33.45,10:06.0,13:12.0,no,delivered,5,1358.35
11266,James Roberts,ekart,groceries,van,standard,north,clear,109.6,40.12,20:24.0,23:00.0,no,delivered,4,668.36
11267,Joseph Arnold,fedex,automobile parts,ev bike,two day,west,clear,106.2,40.99,56:36.0,58:36.0,no,delivered,4,653.97
11268,Ann Anderson,dhl,clothing,ev bike,two day,east,clear,38.3,1.84,50:48.0,51:48.0,no,delivered,4,197.02
11269,Timothy Sparks,amazon logistics,automobile parts,truck,standard,central,foggy,260.6,36.59,37:00.0,38:06.0,no,delivered,5,1412.77
11270,Jennifer Green,ecom express,clothing,ev van,express,central,hot,42.5,0.69,27:54.0,28:12.0,no,delivered,4,264.57
11271,Carol Gonzalez,fedex,pharmacy,van,standard,east,foggy,284.2,44.81,39:42.0,40:24.0,no,delivered,3,1555.43
11272,William Hanson,fedex,pharmacy,van,same day,central,rainy,219.8,42.07,37:24.0,30:00.0,yes,delayed,2,1325.21
11273,Dana Owens,delhivery,clothing,truck,same day,south,cold,252.5,22.35,30:42.0,33:12.0,no,delivered,4,1429.55
11274,Jodi Oliver,ekart,furniture,scooter,standard,east,stormy,145.9,43.98,26:12.0,26:36.0,no,delivered,5,861.44
11275,Kimberly Kelly,delhivery,clothing,van,two day,north,stormy,76.2,27.91,53:48.0,55:36.0,no,delivered,5,464.73
11276,Debra Perry,amazon logistics,groceries,ev van,express,north,hot,147.7,43.47,48:54.0,38:48.0,yes,failed,1,918.91
11277,Jake Anderson,ekart,automobile parts,van,express,west,hot,240.7,27.15,54:36.0,48:06.0,yes,delayed,3,1334.95
11278,William Wright,dhl,electronics,ev van,standard,east,clear,141.8,0.92,25:54.0,26:12.0,no,delivered,5,711.76
11279,Hayley Perkins,amazon logistics,fragile items,ev bike,two day,north,cold,83.1,24.99,52:54.0,56:18.0,no,delivered,4,490.47
11280,Sherry Hernandez,xpressbees,cosmetics,scooter,standard,central,stormy,168.3,16.12,28:24.0,28:48.0,no,delivered,4,889.86
11281,Mark Carlson,shadowfax,cosmetics,van,two day,central,rainy,10.4,4.06,47:24.0,49:00.0,no,delivered,3,95.6674
11282,Mr. Shane Chavez,delhivery,documents,van,two day,south,stormy,222.9,47.52,09:18.0,10:18.0,no,delivered,5,1257.06
11283,Steven Morgan,shadowfax,automobile parts,ev van,standard,north,clear,199.7,48.71,31:42.0,32:00.0,no,delivered,5,1144.63
11284,Brandon Fowler,shadowfax,documents,van,standard,south,cold,68.1,23.35,17:12.0,18:48.0,no,delivered,4,410.55
11285,Charles Haley,ekart,furniture,van,standard,west,foggy,66,17.39,18:36.0,18:36.0,no,delivered,4,382.17
11286,Ryan Riley,xpressbees,electronics,ev bike,two day,north,clear,232.4,46.35,08:42.0,11:12.0,no,delivered,5,1301.05
11287,Ann Sanchez,ecom express,fragile items,ev van,standard,south,cold,89,12.26,19:42.0,20:54.0,no,delivered,5,481.78
11288,Michael Hunt,ekart,cosmetics,truck,same day,south,foggy,169.9,49.49,24:36.0,25:00.0,no,delivered,3,1097.97
11289,John Bishop,ekart,clothing,ev van,two day,west,hot,167.6,24.25,02:24.0,04:48.0,no,delivered,3,910.75
11290,Michael Miller,ekart,pharmacy,bike,express,south,hot,182.5,18.34,50:00.0,42:12.0,yes,delayed,2,1017.52
11291,Chelsea Long,amazon logistics,clothing,ev van,same day,west,clear,12.3,38.28,08:12.0,09:12.0,no,delivered,5,276.34
11292,Patricia Drake,delhivery,groceries,scooter,standard,south,foggy,138.7,46.59,22:36.0,25:54.0,no,delivered,5,833.27
11293,Vickie Black,ecom express,furniture,ev bike,two day,north,cold,232.2,40.56,08:12.0,11:12.0,no,delivered,5,1282.68
11294,Luis Scott,xpressbees,automobile parts,truck,same day,south,stormy,225.1,35.92,43:18.0,30:30.0,yes,delayed,2,1333.26
11295,Xavier Mullen,fedex,documents,truck,same day,central,stormy,130.3,5.52,20:24.0,21:00.0,no,delivered,5,768.06
11296,Andrea Abbott,shadowfax,electronics,bike,express,west,cold,35.1,6.64,24:42.0,27:30.0,no,delivered,4,245.42
11297,Cathy Oconnor,ecom express,groceries,truck,same day,east,foggy,160.1,43.08,21:42.0,24:00.0,no,delivered,5,1029.74
11298,Todd Strickland,xpressbees,automobile parts,bike,same day,south,foggy,182.8,31.82,43:42.0,26:18.0,yes,delayed,3,1109.46
11299,Eric Wagner,ekart,fragile items,truck,standard,south,foggy,245.5,34.41,35:12.0,36:36.0,no,delivered,5,1330.73
11300,Austin Matthews,delhivery,electronics,van,same day,east,cold,230.6,36.32,29:18.0,31:06.0,no,delivered,4,1361.96
11301,Mrs. Kristin Davis,shadowfax,electronics,scooter,standard,central,stormy,112.1,5.61,23:00.0,23:12.0,no,delivered,4,577.33
11302,Sarah Short,blue dart,cosmetics,van,same day,south,stormy,187.9,14.52,44:12.0,26:48.0,yes,failed,1,1083.06
11303,Emily Rush,delhivery,cosmetics,scooter,two day,central,cold,158.4,37.52,03:30.0,03:48.0,no,delivered,5,904.56
11304,Scott Mason,ecom express,pharmacy,bike,two day,south,rainy,66.8,48.48,52:36.0,54:42.0,no,delivered,5,479.44
11305,Austin Ross,fedex,electronics,bike,express,north,foggy,80.2,47.56,37:24.0,32:00.0,yes,delayed,2,593.68
11306,Joshua Sanford,shadowfax,documents,van,two day,west,stormy,213.4,6.76,08:30.0,09:18.0,no,delivered,5,1087.28
11307,Lydia Payne,blue dart,fragile items,ev bike,two day,north,stormy,217.3,27.47,06:42.0,09:42.0,no,delivered,4,1168.91
11308,Daniel Boyer,delhivery,clothing,truck,express,west,rainy,215.7,5.68,00:00.0,45:36.0,yes,delayed,2,1145.54
11309,Joan Taylor,delhivery,clothing,bike,express,central,clear,102.1,29.51,47:36.0,34:12.0,yes,delayed,3,649.03
11310,Leslie Williams,dhl,furniture,van,standard,north,foggy,153.3,29.98,24:42.0,27:18.0,no,delivered,5,856.44
11311,Michelle Werner,delhivery,cosmetics,truck,same day,east,foggy,59.9,9.91,13:42.0,14:00.0,no,delivered,5,429.23
11312,Maria Walker,dhl,fragile items,scooter,express,north,rainy,207.7,49.16,51:00.0,44:48.0,yes,delayed,2,1235.98
11313,Erik Brown,ekart,pharmacy,bike,same day,east,cold,107.5,12.92,18:00.0,18:48.0,no,delivered,4,676.26
11314,Shannon Harper,fedex,furniture,scooter,two day,east,rainy,98,43.71,57:30.0,57:48.0,no,delivered,3,621.13
11315,Lisa Dixon,shadowfax,groceries,bike,standard,north,hot,105.1,48.78,19:54.0,22:30.0,no,delivered,5,671.84
11316,Cassandra Cox,ekart,electronics,scooter,express,north,cold,15.4,48.7,21:18.0,25:30.0,no,delivered,4,273.1
11317,Steve Perry,fedex,documents,truck,same day,east,cold,132.8,36.34,20:30.0,21:18.0,no,delivered,5,873.02
11318,Alejandra Fernandez,delhivery,clothing,ev bike,same day,central,cold,159.9,38.47,23:36.0,24:00.0,no,delivered,4,1014.91
11319,Anita Davis,ekart,electronics,ev van,two day,south,clear,21.9,16.93,47:00.0,50:12.0,no,delivered,5,160.29
11320,Amber Parker,ecom express,cosmetics,ev bike,two day,central,hot,112.1,19.56,58:48.0,59:12.0,no,delivered,4,619.18
11321,Joseph Hamilton,ecom express,groceries,van,express,north,foggy,295.9,48.31,11:42.0,53:36.0,yes,delayed,3,1632.7206
11322,Michelle Allison,fedex,furniture,ev van,same day,north,cold,138.2,4.02,19:18.0,21:48.0,no,delivered,4,803.06
11323,Christopher Dean,ecom express,clothing,ev van,express,south,stormy,120.7,25.11,45:18.0,36:06.0,yes,delayed,3,728.83
11324,Rebecca Miller,fedex,pharmacy,van,standard,north,rainy,176.3,12.38,28:36.0,29:36.0,no,delivered,5,918.64
11325,David Washington III,blue dart,clothing,bike,same day,north,clear,110.3,8.82,18:24.0,19:00.0,no,delivered,4,677.96
11326,Anita Williams,amazon logistics,cosmetics,van,two day,south,hot,37.4,14.8,51:00.0,51:42.0,no,delivered,4,231.4
11327,Wendy Tyler,dhl,cosmetics,van,two day,east,stormy,239.8,39.47,10:48.0,12:00.0,no,delivered,5,1317.41
11328,Thomas Nunez,shadowfax,documents,ev bike,express,central,rainy,239.1,34.08,06:00.0,47:54.0,yes,delayed,3,1347.74
11329,Morgan Grimes,shadowfax,clothing,bike,two day,west,foggy,219.4,23.58,07:18.0,09:54.0,no,delivered,5,1167.74
11330,Manuel Taylor,ekart,fragile items,truck,standard,west,hot,82.5,21.93,20:06.0,20:12.0,no,delivered,5,478.29
11331,Hannah Perez MD,xpressbees,documents,scooter,express,west,clear,169.6,16.45,45:12.0,41:00.0,yes,delayed,3,947.35
11332,Tyler Suarez,fedex,clothing,van,express,east,rainy,141.6,38.04,49:24.0,38:12.0,yes,failed,1,872.12
11333,Mitchell Francis,dhl,groceries,bike,express,north,clear,204.1,7.39,43:24.0,44:24.0,no,delivered,5,1092.67
11334,April Lynn,ekart,automobile parts,truck,two day,south,stormy,215.7,11.54,08:24.0,09:36.0,no,delivered,4,1113.12
11335,Christopher Nichols,xpressbees,furniture,bike,express,north,foggy,118.8,22.08,52:54.0,35:54.0,yes,delayed,2,710.24
11336,Allen Ellis,ekart,documents,ev van,two day,east,hot,233.3,8.76,08:54.0,11:18.0,no,delivered,3,1192.78
11337,Joshua Caldwell,blue dart,furniture,ev bike,two day,west,clear,187.6,28.14,03:42.0,06:48.0,no,delivered,4,1022.42
11338,Samuel Bowman,amazon logistics,groceries,ev van,standard,east,foggy,221.5,15.37,32:42.0,34:12.0,no,delivered,3,1153.61
11339,Billy Lopez,ekart,pharmacy,truck,two day,east,foggy,213.7,34.51,08:18.0,09:24.0,no,delivered,5,1172.03
11340,Johnny Brown,shadowfax,groceries,ev van,standard,west,hot,231.9,0.72,32:12.0,35:12.0,no,delivered,4,1161.66
11341,Jerry Williams,xpressbees,pharmacy,scooter,same day,north,cold,171.4,25.91,23:00.0,25:06.0,no,delivered,4,1034.73
11342,Heather Clark,amazon logistics,groceries,bike,express,west,rainy,184.7,49.26,57:54.0,42:30.0,yes,delayed,3,1121.28
11343,Amanda Pierce,shadowfax,furniture,ev van,express,west,foggy,33.3,40.42,45:00.0,27:18.0,yes,delayed,2,337.76
11344,Luke Hunt Jr.,xpressbees,furniture,truck,same day,central,stormy,159.6,6.27,36:30.0,24:00.0,yes,delayed,3,916.81
11345,Scott Brown,amazon logistics,groceries,ev bike,two day,east,stormy,272.3,16.48,15:00.0,15:12.0,no,delivered,3,1410.94
11346,Michele Davis,ecom express,automobile parts,scooter,standard,central,rainy,86.1,43.4,17:48.0,20:36.0,no,delivered,5,560.7
11347,Katherine Scott,delhivery,documents,van,standard,south,foggy,120.1,3.67,22:48.0,24:00.0,no,delivered,4,611.51
11348,Christopher Murphy,xpressbees,fragile items,ev bike,same day,east,hot,179.6,35.39,34:24.0,26:00.0,yes,delayed,3,1104.17
11349,Maria Brennan,blue dart,cosmetics,van,standard,west,clear,90,3.96,17:30.0,21:00.0,no,delivered,4,461.88
11350,Lisa Andrade,ecom express,furniture,bike,express,east,hot,63.9,12.68,38:12.0,30:24.0,yes,delayed,3,407.54
11351,Terry Bradford,delhivery,documents,scooter,express,south,hot,271.7,49.18,54:12.0,51:12.0,yes,delayed,2,1556.04
11352,Adriana Johnson,ekart,furniture,van,express,east,cold,19.8,44.29,29:48.0,26:00.0,yes,failed,2,281.87
11353,Dominique Duncan,blue dart,fragile items,ev bike,same day,east,hot,73.7,19.84,14:54.0,15:24.0,no,delivered,4,528.02
11354,Tommy Brown,shadowfax,clothing,van,express,north,rainy,190.6,33.84,50:42.0,43:06.0,yes,failed,1,1104.52
11355,Sandra Garcia,delhivery,pharmacy,van,standard,central,foggy,252.3,23.21,36:06.0,37:12.0,no,delivered,4,1331.13
11356,Ronnie Murphy,delhivery,cosmetics,truck,same day,west,hot,41,2.28,11:18.0,12:06.0,no,delivered,3,311.84
11357,Morgan Tucker,fedex,pharmacy,bike,express,north,rainy,94.1,41.93,50:18.0,33:24.0,yes,failed,1,646.29
11358,Cynthia Gray,ecom express,clothing,truck,standard,south,hot,244.7,39.48,32:24.0,36:30.0,no,delivered,3,1341.94
11359,Matthew Browning,fedex,furniture,scooter,two day,east,hot,50.4,48,51:54.0,53:00.0,no,delivered,4,396
11360,Judy Baker,fedex,clothing,ev van,express,east,clear,19.4,4.32,25:42.0,25:54.0,no,delivered,4,159.96
11361,Gerald Hayes,shadowfax,automobile parts,scooter,same day,north,rainy,13.3,10.3,07:24.0,09:18.0,no,delivered,3,197.4
11362,Jonathan Frye,fedex,groceries,scooter,same day,south,rainy,269.2,14.61,41:36.0,34:54.0,yes,delayed,3,1489.83
11363,Andres Hodges,dhl,groceries,van,standard,central,foggy,245.4,30.9,35:00.0,36:30.0,no,delivered,5,1319.7
11364,Angel Wright,shadowfax,fragile items,van,two day,south,hot,140.7,48.02,01:06.0,02:06.0,no,delivered,5,847.56
11365,Nicole Mullen,delhivery,groceries,truck,standard,south,rainy,272.2,41.44,34:36.0,39:12.0,no,delivered,4,1485.32
11366,Angela Meza,ekart,clothing,ev bike,same day,central,clear,29.2,44.02,08:48.0,10:54.0,no,delivered,5,378.06
11367,Laura Spence,xpressbees,automobile parts,ev van,same day,central,foggy,12.1,49.13,07:54.0,09:12.0,no,delivered,5,307.89
11368,Christopher Rubio,dhl,pharmacy,ev van,standard,north,cold,147.2,37.09,26:18.0,26:42.0,no,delivered,5,847.27
11369,Ashley Robertson,delhivery,pharmacy,scooter,standard,south,cold,232.8,25.34,34:18.0,35:18.0,no,delivered,3,1240.02
11370,Anthony Allen,blue dart,electronics,truck,two day,central,foggy,22.8,10.79,49:36.0,50:18.0,no,delivered,5,146.37
11371,Sheri Lee,amazon logistics,furniture,scooter,standard,central,rainy,105.1,15.84,21:24.0,22:30.0,no,delivered,3,573.02
11372,Nicole Roberson,ekart,furniture,ev bike,standard,east,foggy,42.7,30.99,13:24.0,16:18.0,no,delivered,5,306.47
11373,Stacie Sanders,delhivery,documents,bike,two day,west,foggy,215.8,46.99,07:42.0,09:36.0,no,delivered,4,1219.97
11374,Melanie Jackson,xpressbees,pharmacy,ev van,standard,south,rainy,80.9,23.65,15:30.0,20:06.0,no,delivered,4,475.45
11375,April Baker,fedex,documents,van,same day,south,stormy,164.1,25.07,29:18.0,24:24.0,yes,delayed,3,995.71
11376,Paul Willis,fedex,furniture,ev bike,express,central,stormy,3.6,26.45,40:42.0,24:24.0,yes,delayed,2,145.85
11377,Matthew Hernandez,ecom express,fragile items,ev bike,express,west,rainy,129.1,41.27,49:54.0,36:54.0,yes,delayed,3,819.31
11378,William Nguyen,ekart,cosmetics,van,standard,west,hot,25.4,32.62,12:30.0,14:30.0,no,delivered,5,224.86
11379,Matthew Wilson,shadowfax,documents,ev van,same day,south,cold,270.4,25.12,41:00.0,35:00.0,yes,delayed,3,1527.36
11380,Mr. Robert Cole MD,xpressbees,clothing,scooter,express,north,hot,195.1,30.53,02:06.0,43:30.0,yes,delayed,3,1117.09
11381,Jorge Gonzales,shadowfax,electronics,ev bike,same day,north,clear,165.9,7.86,24:12.0,24:36.0,no,delivered,4,953.08
11382,Jonathan Allison,blue dart,groceries,ev van,two day,west,foggy,99.5,1.51,58:00.0,58:00.0,no,delivered,5,502.03
11383,Christine Goodwin,xpressbees,electronics,bike,express,south,clear,8.8,16.88,31:00.0,24:54.0,yes,delayed,2,144.64
11384,Eric Fowler DDS,xpressbees,clothing,ev van,standard,east,foggy,116.2,48.93,22:06.0,23:36.0,no,delivered,4,727.79
11385,Wanda Short,blue dart,automobile parts,ev van,same day,west,stormy,62.2,32.93,11:24.0,14:12.0,no,delivered,4,509.79
11386,Haley Medina,blue dart,fragile items,van,express,west,cold,150.3,4.36,38:30.0,39:00.0,no,delivered,5,814.58
11387,Nicole Torres,xpressbees,pharmacy,ev van,same day,north,stormy,32.2,26.21,10:00.0,11:12.0,no,delivered,4,339.63
11388,Timothy Lee,blue dart,cosmetics,bike,two day,east,rainy,167.8,7.13,02:42.0,04:48.0,no,delivered,4,860.39
11389,Kevin Powers,amazon logistics,furniture,scooter,standard,west,rainy,248.1,35.28,35:42.0,36:48.0,no,delivered,4,1346.34
11390,Douglas Rodriguez,delhivery,pharmacy,ev bike,standard,east,stormy,125,28.97,22:42.0,24:30.0,no,delivered,4,711.91
11391,Lisa Hensley,ecom express,automobile parts,ev van,express,west,clear,16,33.97,33:06.0,25:36.0,yes,delayed,3,231.91
11392,James Butler,xpressbees,electronics,bike,two day,south,rainy,175,37.9,04:00.0,05:30.0,no,delivered,4,988.7
11393,Victoria Walls,dhl,groceries,ev bike,express,south,clear,280.7,20.66,06:12.0,52:06.0,yes,delayed,3,1515.48
11394,Paul Combs,ekart,clothing,bike,express,south,cold,282,12.71,51:42.0,52:12.0,no,delivered,4,1498.13
11395,Caroline Christensen,dhl,fragile items,ev bike,two day,north,rainy,114.5,4.27,59:06.0,59:24.0,no,delivered,4,585.31
11396,Brittany Snyder,xpressbees,fragile items,ev van,two day,north,foggy,129.6,46.75,59:00.0,01:00.0,no,delivered,4,788.25
11397,Sophia Lucero,xpressbees,cosmetics,van,two day,east,foggy,87.5,0.91,56:48.0,56:48.0,no,delivered,5,440.23
11398,Rebecca Lowery,blue dart,pharmacy,bike,two day,central,hot,272.5,36.99,13:18.0,15:12.0,no,delivered,5,1473.47
11399,Jeffrey Cooper,fedex,furniture,scooter,two day,north,stormy,63.7,45.21,53:36.0,54:24.0,no,delivered,4,454.13
11400,Cynthia Smith,ecom express,electronics,truck,standard,south,rainy,167.3,24.38,25:42.0,28:42.0,no,delivered,5,909.64
11401,Rebecca Wright,ekart,cosmetics,ev bike,express,north,stormy,147.6,0.71,47:00.0,38:48.0,yes,failed,1,790.13
11402,Megan Forbes,xpressbees,automobile parts,truck,two day,south,hot,27.2,33.97,48:06.0,50:42.0,no,delivered,4,237.91
11403,Paul Walter,blue dart,automobile parts,van,same day,north,hot,151.4,11.7,23:06.0,23:06.0,no,delivered,4,892.1
11404,Dr. David Morris II,amazon logistics,groceries,truck,standard,central,rainy,169.6,14.96,26:18.0,29:00.0,no,delivered,5,892.88
11405,Jaclyn Garcia,blue dart,clothing,ev van,same day,south,clear,83.4,27.75,14:42.0,16:18.0,no,delivered,4,600.25
11406,Christy Hernandez,ekart,pharmacy,ev bike,standard,central,hot,53,8.16,15:54.0,17:18.0,no,delivered,3,289.48
11407,Joanna Pacheco,fedex,electronics,bike,express,west,stormy,134.5,17.04,44:18.0,37:24.0,yes,delayed,2,773.62
11408,Richard Turner,dhl,electronics,scooter,two day,south,clear,289.8,33.25,13:18.0,17:00.0,no,delivered,3,1548.75
11409,Christine Hammond,blue dart,fragile items,van,two day,south,clear,287.4,34.7,14:00.0,16:42.0,no,delivered,5,1541.1
11410,Joseph Daniels,shadowfax,automobile parts,scooter,standard,north,clear,117.7,45.14,23:12.0,23:48.0,no,delivered,5,723.92
11411,Kayla Scott,delhivery,groceries,ev bike,express,central,stormy,238.9,33.23,04:06.0,47:54.0,yes,delayed,2,1344.19
11412,Kenneth Harrison,ecom express,furniture,ev van,express,central,rainy,233.1,3.9,56:48.0,47:18.0,yes,delayed,2,1227.2
11413,Mark Brewer,delhivery,furniture,truck,same day,west,rainy,282.4,5.7,40:42.0,36:12.0,yes,delayed,2,1529.1
11414,Beth Cruz,dhl,clothing,ev van,two day,north,cold,198.4,39.59,07:24.0,07:48.0,no,delivered,5,1110.77
11415,Rebekah Mendoza,ecom express,documents,van,two day,central,stormy,89.3,27.53,55:12.0,56:54.0,no,delivered,5,529.09
11416,Cristina Thompson MD,blue dart,documents,ev bike,standard,south,clear,295.1,7.49,41:24.0,41:30.0,no,delivered,4,1497.97
11417,Anthony Li,delhivery,fragile items,ev bike,same day,west,foggy,103.7,30.23,18:12.0,18:24.0,no,delivered,4,709.19
11418,Mrs. Julia Chavez DDS,xpressbees,groceries,scooter,standard,east,foggy,41,11.71,14:30.0,16:06.0,no,delivered,5,240.13
11419,Corey Torres,delhivery,cosmetics,ev bike,same day,north,hot,144.9,3.14,20:24.0,22:30.0,no,delivered,4,833.92
11420,Peggy Young,ecom express,clothing,truck,same day,south,stormy,288.7,13.7,48:18.0,36:54.0,yes,delayed,2,1584.6
11421,Emily Brown,fedex,automobile parts,truck,express,north,clear,194.2,15.45,58:12.0,43:24.0,yes,delayed,3,1067.35
11422,William Leblanc,amazon logistics,fragile items,scooter,two day,north,rainy,184.7,22.69,04:24.0,06:30.0,no,delivered,3,991.57
11423,Heather Thomas,ekart,furniture,scooter,same day,south,stormy,100,47.89,34:36.0,18:00.0,yes,failed,1,743.67
11424,Mr. Frank Kennedy,blue dart,documents,ev van,two day,north,rainy,220.2,26.75,09:54.0,10:00.0,no,delivered,3,1181.25
11425,Jennifer Howard,ecom express,automobile parts,truck,express,west,rainy,55,48.85,32:18.0,29:30.0,yes,delayed,3,471.55
